"_ID","_X","_Y"
1,675400.7514,5086642.5013
1,675151.0014,5085935.0013
1,675105.7514,5085913.7513
1,675057.2514,5085884.7513
1,674966.2514,5085823.5013
1,674750.5014,5085670.0013
1,674598.5014,5085558.0013
1,674542.5014,5085511.2513
1,674536.7514,5085503.2513
1,674575.5014,5085425.7513
1,674719.0014,5085168.7513
1,674909.2514,5084824.2513
1,674961.5014,5084726.0013
1,675007.0014,5084633.2513
1,675014.0014,5084578.7513
1,675020.2514,5084522.2513
1,675024.2514,5084465.7513
1,675032.0014,5084344.7513
1,675064.2514,5083831.0013
1,675011.0014,5083830.0013
1,674961.5014,5083834.0013
1,674907.2514,5083840.5013
1,674800.7514,5083857.2513
1,674703.2514,5083874.7513
1,674647.5014,5083910.0013
1,674595.7514,5083943.7513
1,674503.5014,5084004.7513
1,674416.2514,5084063.5013
1,674386.0014,5084082.2513
1,673515.0014,5083312.2513
1,673508.0014,5083303.7513
1,673512.5014,5083142.7513
1,673519.0014,5083135.7513
1,673520.7514,5083134.0013
1,673946.5014,5082873.5013
1,673970.0014,5082861.0013
1,673986.5014,5082866.0013
1,674033.7514,5082889.5013
1,674255.0014,5083023.7513
1,673929.0014,5080683.0013
1,673082.0014,5079966.0013
1,672966.0014,5079880.0013
1,672662.0014,5079862.0013
1,672595.5014,5079865.5013
1,672520.0014,5079767.5013
1,672495.2514,5079726.2513
1,672469.7514,5079663.2513
1,672435.0014,5079576.7513
1,672396.0014,5079473.5013
1,672345.7514,5079302.2513
1,672340.2514,5079023.7513
1,672366.2514,5078382.2513
1,672371.0014,5078334.0013
1,672425.5014,5078074.2513
1,672427.2514,5078055.0013
1,672107.2514,5077821.0013
1,671952.0014,5077745.0013
1,671585.2514,5077569.0013
1,671206.7514,5077396.0013
1,670868.2514,5077062.7513
1,670797.7514,5076739.0013
1,670389.2514,5076283.7513
1,670359.5014,5076271.7513
1,670341.7514,5076255.7513
1,670304.0014,5076219.7513
1,670161.2514,5075914.7513
1,670137.7514,5075862.5013
1,670127.5014,5075810.7513
1,670117.5014,5075671.7513
1,670213.0014,5074899.0013
1,670226.2514,5074840.0013
1,670523.7514,5073802.0013
1,670544.7514,5073733.7513
1,670562.0014,5073681.2513
1,670579.7514,5073640.5013
1,670675.7514,5073442.7513
1,670720.2514,5073353.0013
1,670755.7514,5073285.7513
1,671314.7514,5072537.2513
1,671182.5014,5072405.5013
1,671006.0014,5072331.0013
1,670976.5014,5072329.2513
1,670561.7514,5072313.2513
1,670491.7514,5072310.5013
1,670386.2514,5072311.5013
1,670332.0014,5072314.7513
1,670281.5014,5072335.0013
1,670219.7514,5072368.7513
1,670192.7514,5072397.0013
1,669895.7514,5072646.5013
1,669482.7514,5072970.0013
1,669403.7514,5073012.0013
1,669384.2514,5073014.2513
1,669298.2514,5073019.2513
1,669280.0014,5073015.0013
1,669214.0014,5072990.2513
1,669193.7514,5072981.0013
1,669119.7514,5072928.2513
1,669063.5014,5072887.5013
1,669051.7514,5072871.5013
1,669041.0014,5072855.2513
1,669032.5014,5072841.2513
1,669034.2514,5072824.7513
1,669170.7514,5072418.0013
1,669306.0014,5072181.5013
1,669432.5014,5071793.0013
1,669495.5014,5071580.5013
1,669558.7514,5071319.5013
1,669642.7514,5070536.7513
1,669644.0014,5070524.0013
1,669657.0014,5070216.0013
1,669642.5014,5070155.2513
1,669627.7514,5070098.2513
1,669562.7514,5069957.0013
1,669448.7514,5069524.0013
1,669263.5014,5068669.2513
1,669267.7514,5068632.7513
1,669350.7514,5068462.5013
1,669431.2514,5068224.5013
1,669437.7514,5068188.0013
1,669559.0014,5067451.5013
1,669280.0014,5066892.5013
1,669271.5014,5066876.0013
1,669243.7514,5066827.0013
1,669213.5014,5066786.0013
1,669148.2514,5066739.7513
1,667653.2514,5065205.0013
1,667584.5014,5065176.5013
1,667369.0014,5065095.5013
1,667090.7514,5065037.5013
1,667086.7514,5064863.0013
1,667082.5014,5064810.0013
1,666983.2514,5064607.5013
1,666963.2514,5064584.5013
1,666925.5014,5064550.0013
1,666863.7514,5064521.0013
1,666811.2514,5064491.5013
1,666766.5014,5064439.5013
1,666590.5014,5064233.5013
1,666556.0014,5064189.0013
1,666549.7514,5064175.0013
1,666435.0014,5063592.0013
1,666424.5014,5063533.0013
1,666379.0014,5063247.5013
1,666362.2514,5063137.5013
1,666359.5014,5063087.5013
1,666362.2514,5063062.0013
1,666372.0014,5063033.0013
1,666555.2514,5062814.5013
1,666575.0014,5062789.2513
1,666355.5014,5062626.5013
1,666185.5014,5062451.0013
1,665811.2514,5062186.0013
1,665462.0014,5061957.5013
1,665415.2514,5061928.0013
1,665356.5014,5061895.0013
1,665351.2514,5061909.0013
1,665348.2514,5061947.5013
1,665358.2514,5061959.2513
1,665379.5014,5061974.0013
1,665388.2514,5061988.0013
1,665391.7514,5062013.0013
1,665400.5014,5062104.5013
1,665420.7514,5062323.2513
1,665406.2514,5062422.5013
1,665333.7514,5062572.5013
1,665246.7514,5062609.5013
1,665193.5014,5062621.5013
1,664693.7514,5062725.5013
1,664674.5014,5062728.5013
1,664647.5014,5062724.5013
1,664601.5014,5062701.5013
1,664255.7514,5062518.5013
1,664169.5014,5062595.0013
1,664137.2514,5062600.0013
1,663828.2514,5062618.5013
1,663725.0014,5062615.5013
1,663711.5014,5062611.0013
1,663595.0014,5062507.5013
1,663538.7514,5062381.0013
1,663499.5014,5062333.0013
1,663440.5014,5062263.0013
1,663161.2514,5062242.0013
1,663145.7514,5062243.0013
1,663132.0014,5062246.5013
1,662491.0014,5062773.5013
1,660854.0014,5063933.5013
1,660815.7514,5063971.0013
1,660375.0014,5064555.0013
1,660347.0014,5064598.5013
1,660330.0014,5064640.0013
1,660284.2514,5064752.0013
1,660257.2514,5064836.5013
1,660247.5014,5064891.5013
1,660226.7514,5064930.5013
1,660212.5014,5064945.5013
1,660142.5014,5065016.5013
1,660121.5014,5065024.5013
1,660101.2514,5065018.5013
1,660085.7514,5065008.5013
1,659843.2514,5064803.7513
1,659791.5014,5064732.0013
1,659569.0014,5064407.7513
1,659383.2514,5064126.0013
1,659017.7514,5063631.7513
1,657923.5014,5063438.2513
1,657887.0014,5063433.2513
1,657809.0014,5063434.5013
1,657753.0014,5063444.0013
1,657489.0014,5063516.7513
1,657157.5014,5063601.0013
1,657138.5014,5063596.2513
1,657103.5014,5063577.2513
1,657048.2514,5063527.5013
1,656995.5014,5064434.0013
1,656662.7514,5064620.0013
