"city","year","one_theaters","two_theaters","operas_city","operas_city_annals","operas_city_amazon","operas_city_met","city1","copyright_post1801","less_1000","more_1000"
"naples",1789,0,1,2,0,0,0,14,0,0,1
"naples",1790,0,1,2,1,0,1,14,0,0,1
"naples",1791,0,1,2,0,0,0,14,0,0,1
"naples",1792,0,1,2,1,0,1,14,0,0,1
"naples",1793,0,1,2,0,1,0,14,0,0,1
"naples",1794,0,1,2,0,0,0,14,0,0,1
"naples",1795,0,1,2,0,0,0,14,0,0,1
"naples",1796,0,1,2,0,0,0,14,0,0,1
"naples",1797,0,1,2,0,1,0,14,0,0,1
"naples",1798,0,1,2,0,0,0,14,0,0,1
"naples",1799,0,1,2,0,0,0,14,0,0,1
"naples",1800,0,1,2,0,0,0,14,0,0,1
"naples",1801,0,1,1,0,0,0,14,0,0,1
"naples",1802,0,1,2,0,0,0,14,0,0,1
"naples",1803,0,1,1,0,0,0,14,0,0,1
"naples",1804,0,1,1,0,0,0,14,0,0,1
"naples",1805,0,1,2,0,0,0,14,0,0,1
"naples",1806,0,1,1,0,0,0,14,0,0,1
"naples",1807,0,1,2,0,0,0,14,0,0,1
"naples",1808,0,1,1,0,0,0,14,0,0,1
"naples",1809,0,1,1,0,0,0,14,0,0,1
"naples",1810,0,1,1,0,0,0,14,0,0,1
"naples",1811,0,1,1,0,0,0,14,0,0,1
"naples",1812,0,1,2,0,0,0,14,0,0,1
"naples",1813,0,1,2,0,0,0,14,0,0,1
"naples",1814,0,1,2,0,0,0,14,0,0,1
"naples",1815,0,1,2,1,1,1,14,0,0,1
"naples",1816,0,1,2,2,0,2,14,0,0,1
"naples",1817,0,1,2,0,0,0,14,0,0,1
"naples",1818,0,1,2,2,2,2,14,0,0,1
"naples",1819,0,1,3,2,0,2,14,0,0,1
"naples",1820,0,1,1,0,0,0,14,0,0,1
"padova",1781,1,0,0,0,0,0,15,0,1,0
"padova",1782,1,0,0,0,0,0,15,0,1,0
"padova",1783,1,0,0,0,0,0,15,0,1,0
"padova",1784,1,0,0,0,0,0,15,0,1,0
"padova",1785,1,0,0,0,0,0,15,0,1,0
"padova",1786,1,0,1,0,0,0,15,0,1,0
"padova",1787,1,0,0,0,0,0,15,0,1,0
"padova",1788,1,0,0,0,0,0,15,0,1,0
"padova",1789,1,0,0,0,0,0,15,0,1,0
"padova",1790,1,0,0,0,0,0,15,0,1,0
"padova",1791,1,0,0,0,0,0,15,0,1,0
"padova",1792,1,0,0,0,0,0,15,0,1,0
"padova",1793,1,0,0,0,0,0,15,0,1,0
"padova",1794,1,0,0,0,0,0,15,0,1,0
"padova",1795,1,0,0,0,0,0,15,0,1,0
"padova",1796,1,0,0,0,0,0,15,0,1,0
"padova",1797,1,0,0,0,0,0,15,0,1,0
"padova",1798,1,0,0,0,0,0,15,0,1,0
"padova",1799,1,0,0,0,0,0,15,0,1,0
"padova",1800,1,0,0,0,0,0,15,0,1,0
"padova",1801,1,0,0,0,0,0,15,1,1,0
"padova",1802,1,0,0,0,0,0,15,1,1,0
"padova",1803,1,0,0,0,0,0,15,1,1,0
"padova",1804,1,0,0,0,0,0,15,1,1,0
"padova",1805,1,0,0,0,0,0,15,1,1,0
"padova",1806,1,0,0,0,0,0,15,1,1,0
"padova",1807,1,0,0,0,0,0,15,1,1,0
"padova",1808,1,0,0,0,0,0,15,1,1,0
"padova",1809,1,0,1,0,1,0,15,1,1,0
"padova",1810,1,0,0,0,0,0,15,1,1,0
"padova",1811,1,0,0,0,0,0,15,1,1,0
"padova",1812,1,0,0,0,0,0,15,1,1,0
"padova",1813,1,0,0,0,0,0,15,1,1,0
"padova",1814,1,0,0,0,0,0,15,1,1,0
"padova",1815,1,0,0,0,0,0,15,1,1,0
"padova",1816,1,0,0,0,0,0,15,1,1,0
"padova",1817,1,0,0,0,0,0,15,1,1,0
"padova",1818,1,0,0,0,0,0,15,1,1,0
"padova",1819,1,0,0,0,0,0,15,1,1,0
"padova",1820,1,0,0,0,0,0,15,1,1,0
"palermo",1781,1,0,0,0,0,0,16,0,0,1
"palermo",1782,1,0,0,0,0,0,16,0,0,1
"palermo",1783,1,0,0,0,0,0,16,0,0,1
"palermo",1784,1,0,1,0,0,0,16,0,0,1
"palermo",1785,1,0,0,0,0,0,16,0,0,1
"palermo",1786,1,0,0,0,0,0,16,0,0,1
"palermo",1787,1,0,0,0,0,0,16,0,0,1
"palermo",1788,1,0,0,0,0,0,16,0,0,1
"palermo",1789,1,0,0,0,0,0,16,0,0,1
"palermo",1790,1,0,0,0,0,0,16,0,0,1
"palermo",1791,1,0,1,0,0,0,16,0,0,1
"palermo",1792,1,0,0,0,0,0,16,0,0,1
"palermo",1793,1,0,0,0,0,0,16,0,0,1
"palermo",1794,1,0,0,0,0,0,16,0,0,1
"palermo",1795,1,0,0,0,0,0,16,0,0,1
"palermo",1796,1,0,0,0,0,0,16,0,0,1
"palermo",1797,1,0,1,0,0,0,16,0,0,1
"palermo",1798,1,0,0,0,0,0,16,0,0,1
"palermo",1799,1,0,0,0,0,0,16,0,0,1
"palermo",1800,1,0,0,0,0,0,16,0,0,1
"palermo",1801,1,0,0,0,0,0,16,0,0,1
"palermo",1802,1,0,0,0,0,0,16,0,0,1
"palermo",1803,1,0,0,0,0,0,16,0,0,1
"palermo",1804,1,0,0,0,0,0,16,0,0,1
"palermo",1805,1,0,0,0,0,0,16,0,0,1
"palermo",1806,1,0,0,0,0,0,16,0,0,1
"palermo",1807,1,0,0,0,0,0,16,0,0,1
"palermo",1808,1,0,0,0,0,0,16,0,0,1
"palermo",1809,1,0,0,0,0,0,16,0,0,1
"palermo",1810,1,0,0,0,0,0,16,0,0,1
"palermo",1811,1,0,1,0,0,0,16,0,0,1
"palermo",1812,1,0,0,0,0,0,16,0,0,1
"palermo",1813,1,0,0,0,0,0,16,0,0,1
"palermo",1814,1,0,0,0,0,0,16,0,0,1
"palermo",1815,1,0,0,0,0,0,16,0,0,1
"palermo",1816,1,0,0,0,0,0,16,0,0,1
"palermo",1817,1,0,0,0,0,0,16,0,0,1
"palermo",1818,1,0,0,0,0,0,16,0,0,1
"palermo",1819,1,0,0,0,0,0,16,0,0,1
"palermo",1820,1,0,0,0,0,0,16,0,0,1
"parma",1781,1,0,1,0,0,0,17,0,1,0
"parma",1782,1,0,0,0,0,0,17,0,1,0
"parma",1783,1,0,1,0,0,0,17,0,1,0
"parma",1784,1,0,1,0,0,0,17,0,1,0
"parma",1785,1,0,0,0,0,0,17,0,1,0
"parma",1786,1,0,1,0,0,0,17,0,1,0
"parma",1787,1,0,0,0,0,0,17,0,1,0
"parma",1788,1,0,1,0,0,0,17,0,1,0
"parma",1789,1,0,1,0,0,0,17,0,1,0
"parma",1790,1,0,0,0,0,0,17,0,1,0
"parma",1791,1,0,1,0,0,0,17,0,1,0
"parma",1792,1,0,1,1,1,0,17,0,1,0
"parma",1793,1,0,1,0,0,0,17,0,1,0
"parma",1794,1,0,0,0,0,0,17,0,1,0
"parma",1795,1,0,1,0,0,0,17,0,1,0
"parma",1796,1,0,1,0,0,0,17,0,1,0
"parma",1797,1,0,0,0,0,0,17,0,1,0
"parma",1798,1,0,1,1,1,1,17,0,1,0
"parma",1799,1,0,1,0,0,0,17,0,1,0
"parma",1800,1,0,1,0,0,0,17,0,1,0
"parma",1801,1,0,0,0,0,0,17,0,1,0
"parma",1802,1,0,1,0,0,0,17,0,1,0
"parma",1803,1,0,1,0,0,0,17,0,1,0
"parma",1804,1,0,0,0,0,0,17,0,1,0
"parma",1805,1,0,1,0,0,0,17,0,1,0
"parma",1806,1,0,0,0,0,0,17,0,1,0
"parma",1807,1,0,1,0,0,0,17,0,1,0
"parma",1808,1,0,1,0,0,0,17,0,1,0
"parma",1809,1,0,0,0,0,0,17,0,1,0
"parma",1810,1,0,1,0,0,0,17,0,1,0
"parma",1811,1,0,0,0,0,0,17,0,1,0
"parma",1812,1,0,1,0,0,0,17,0,1,0
"parma",1813,1,0,1,0,0,0,17,0,1,0
"parma",1814,1,0,0,0,0,0,17,0,1,0
"parma",1815,1,0,1,0,0,0,17,0,1,0
"parma",1816,1,0,1,0,0,0,17,0,1,0
"parma",1817,1,0,1,0,0,0,17,0,1,0
"parma",1818,1,0,1,0,0,0,17,0,1,0
"parma",1819,1,0,0,0,0,0,17,0,1,0
"parma",1820,1,0,1,0,0,0,17,0,1,0
"piacenza",1781,1,0,1,0,0,0,18,0,1,0
"piacenza",1782,1,0,0,0,0,0,18,0,1,0
"piacenza",1783,1,0,0,0,0,0,18,0,1,0
"piacenza",1784,1,0,1,0,0,0,18,0,1,0
"piacenza",1785,1,0,0,0,0,0,18,0,1,0
"piacenza",1786,1,0,1,0,0,0,18,0,1,0
"piacenza",1787,1,0,0,0,0,0,18,0,1,0
"piacenza",1788,1,0,0,0,0,0,18,0,1,0
"piacenza",1789,1,0,1,0,0,0,18,0,1,0
"piacenza",1790,1,0,0,0,0,0,18,0,1,0
"piacenza",1791,1,0,0,0,0,0,18,0,1,0
"piacenza",1792,1,0,0,0,0,0,18,0,1,0
"piacenza",1793,1,0,1,0,0,0,18,0,1,0
"piacenza",1794,1,0,0,0,0,0,18,0,1,0
"piacenza",1795,1,0,0,0,0,0,18,0,1,0
"piacenza",1796,1,0,1,0,0,0,18,0,1,0
"piacenza",1797,1,0,0,0,0,0,18,0,1,0
"piacenza",1798,1,0,0,0,0,0,18,0,1,0
"piacenza",1799,1,0,0,0,0,0,18,0,1,0
"piacenza",1800,1,0,1,0,0,0,18,0,1,0
"piacenza",1801,1,0,0,0,0,0,18,0,1,0
"piacenza",1802,1,0,0,0,0,0,18,0,1,0
"piacenza",1803,1,0,1,0,0,0,18,0,1,0
"piacenza",1804,1,0,0,0,0,0,18,0,1,0
"piacenza",1805,1,0,1,0,0,0,18,0,1,0
"piacenza",1806,1,0,0,0,0,0,18,0,1,0
"piacenza",1807,1,0,0,0,0,0,18,0,1,0
"piacenza",1808,1,0,1,0,0,0,18,0,1,0
"piacenza",1809,1,0,0,0,0,0,18,0,1,0
"piacenza",1810,1,0,1,0,0,0,18,0,1,0
"piacenza",1811,1,0,0,0,0,0,18,0,1,0
"piacenza",1812,1,0,0,0,0,0,18,0,1,0
"piacenza",1813,1,0,1,0,0,0,18,0,1,0
"piacenza",1814,1,0,0,0,0,0,18,0,1,0
"piacenza",1815,1,0,1,0,0,0,18,0,1,0
"piacenza",1816,1,0,0,0,0,0,18,0,1,0
"piacenza",1817,1,0,0,0,0,0,18,0,1,0
"piacenza",1818,1,0,1,0,0,0,18,0,1,0
"piacenza",1819,1,0,0,0,0,0,18,0,1,0
"piacenza",1820,1,0,1,0,0,0,18,0,1,0
"reggio_emilia",1781,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1782,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1783,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1784,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1785,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1786,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1787,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1788,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1789,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1790,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1791,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1792,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1793,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1794,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1795,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1796,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1797,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1798,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1799,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1800,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1801,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1802,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1803,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1804,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1805,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1806,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1807,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1808,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1809,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1810,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1811,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1812,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1813,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1814,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1815,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1816,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1817,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1818,1,0,0,0,0,0,19,0,1,0
"reggio_emilia",1819,1,0,1,0,0,0,19,0,1,0
"reggio_emilia",1820,1,0,0,0,0,0,19,0,1,0
"rome",1781,0,1,2,0,0,0,20,0,0,1
"rome",1782,0,1,1,0,0,0,20,0,0,1
"rome",1783,0,1,1,0,0,0,20,0,0,1
"rome",1784,0,1,1,0,0,0,20,0,0,1
"rome",1785,0,1,1,0,0,0,20,0,0,1
"rome",1786,0,1,1,0,0,0,20,0,0,1
"rome",1787,0,1,1,0,0,0,20,0,0,1
"rome",1788,0,1,1,0,0,0,20,0,0,1
"rome",1789,0,1,1,1,0,0,20,0,0,1
"rome",1790,0,1,1,0,0,0,20,0,0,1
"rome",1791,0,1,1,0,0,0,20,0,0,1
"rome",1792,0,1,1,0,0,0,20,0,0,1
"rome",1793,0,1,1,0,0,0,20,0,0,1
"rome",1794,0,1,1,0,0,0,20,0,0,1
"rome",1795,0,1,1,1,1,1,20,0,0,1
"rome",1796,0,1,1,0,0,0,20,0,0,1
"rome",1797,0,1,2,0,0,0,20,0,0,1
"rome",1798,0,1,1,0,0,0,20,0,0,1
"rome",1799,0,1,1,0,0,0,20,0,0,1
"rome",1800,0,1,3,0,0,0,20,0,0,1
"rome",1801,0,1,3,0,0,0,20,0,0,1
"rome",1802,0,1,7,0,0,0,20,0,0,1
"rome",1803,0,1,2,0,0,0,20,0,0,1
"rome",1804,0,1,4,0,0,0,20,0,0,1
"rome",1805,0,1,2,0,0,0,20,0,0,1
"rome",1806,0,1,1,0,0,0,20,0,0,1
"rome",1807,0,1,2,1,0,1,20,0,0,1
"rome",1808,0,1,4,0,0,0,20,0,0,1
"rome",1809,0,1,4,0,0,0,20,0,0,1
"rome",1810,0,1,5,1,0,1,20,0,0,1
"rome",1811,0,1,2,0,0,0,20,0,0,1
"rome",1812,0,1,4,0,0,0,20,0,0,1
"rome",1813,0,1,1,0,0,0,20,0,0,1
"rome",1814,0,1,1,0,0,0,20,0,0,1
"rome",1815,0,1,1,0,1,0,20,0,0,1
"rome",1816,0,1,7,2,2,2,20,0,0,1
"rome",1817,0,1,2,1,1,1,20,0,0,1
"rome",1818,0,1,4,0,0,0,20,0,0,1
"rome",1819,0,1,3,0,0,0,20,0,0,1
"rome",1820,0,1,6,0,0,0,20,0,0,1
"rovigo",1781,1,0,0,0,0,0,21,0,1,0
"rovigo",1782,1,0,0,0,0,0,21,0,1,0
"rovigo",1783,1,0,0,0,0,0,21,0,1,0
"rovigo",1784,1,0,0,0,0,0,21,0,1,0
"rovigo",1785,1,0,0,0,0,0,21,0,1,0
"rovigo",1786,1,0,0,0,0,0,21,0,1,0
"rovigo",1787,1,0,0,0,0,0,21,0,1,0
"rovigo",1788,1,0,0,0,0,0,21,0,1,0
"rovigo",1789,1,0,1,0,0,0,21,0,1,0
"rovigo",1790,1,0,1,0,0,0,21,0,1,0
"rovigo",1791,1,0,0,0,0,0,21,0,1,0
"rovigo",1792,1,0,0,0,0,0,21,0,1,0
"rovigo",1793,1,0,0,0,0,0,21,0,1,0
"rovigo",1794,1,0,1,0,0,0,21,0,1,0
"rovigo",1795,1,0,0,0,0,0,21,0,1,0
"rovigo",1796,1,0,0,0,0,0,21,0,1,0
"rovigo",1797,1,0,0,0,0,0,21,0,1,0
"rovigo",1798,1,0,0,0,0,0,21,0,1,0
"rovigo",1799,1,0,0,0,0,0,21,0,1,0
"rovigo",1800,1,0,0,0,0,0,21,0,1,0
"rovigo",1801,1,0,0,0,0,0,21,1,1,0
"rovigo",1802,1,0,1,0,0,0,21,1,1,0
"rovigo",1803,1,0,0,0,0,0,21,1,1,0
"rovigo",1804,1,0,0,0,0,0,21,1,1,0
"rovigo",1805,1,0,1,0,0,0,21,1,1,0
"rovigo",1806,1,0,0,0,0,0,21,1,1,0
"rovigo",1807,1,0,1,1,0,0,21,1,1,0
"rovigo",1808,1,0,1,0,1,0,21,1,1,0
"rovigo",1809,1,0,0,0,0,0,21,1,1,0
"rovigo",1810,1,0,1,1,0,0,21,1,1,0
"rovigo",1811,1,0,1,0,0,1,21,1,1,0
"rovigo",1812,1,0,0,0,0,0,21,1,1,0
"rovigo",1813,1,0,1,0,0,0,21,1,1,0
"rovigo",1814,1,0,1,0,0,0,21,1,1,0
"rovigo",1815,1,0,0,0,0,0,21,1,1,0
"rovigo",1816,1,0,1,0,0,0,21,1,1,0
"rovigo",1817,1,0,0,0,0,0,21,1,1,0
"rovigo",1818,1,0,0,0,0,0,21,1,1,0
"rovigo",1819,1,0,1,0,1,0,21,1,1,0
"rovigo",1820,1,0,1,0,0,0,21,1,1,0
"turin",1781,0,1,2,0,0,0,22,0,0,1
"turin",1782,0,1,1,0,0,0,22,0,0,1
"turin",1783,0,1,1,0,0,0,22,0,0,1
"turin",1784,0,1,1,0,0,0,22,0,0,1
"turin",1785,0,1,1,0,0,0,22,0,0,1
"turin",1786,0,1,1,0,0,0,22,0,0,1
"turin",1787,0,1,1,0,0,0,22,0,0,1
"turin",1788,0,1,1,0,0,0,22,0,0,1
"turin",1789,0,1,1,0,0,0,22,0,0,1
"turin",1790,0,1,1,0,0,0,22,0,0,1
"turin",1791,0,1,1,0,0,0,22,0,0,1
"turin",1792,0,1,1,1,0,0,22,0,0,1
"turin",1793,0,1,1,0,0,0,22,0,0,1
"turin",1794,0,1,1,0,0,0,22,0,0,1
"turin",1795,0,1,1,0,0,0,22,0,0,1
"turin",1796,0,1,1,0,0,0,22,0,0,1
"turin",1797,0,1,3,0,0,0,22,0,0,1
"turin",1798,0,1,2,0,0,0,22,0,0,1
"turin",1799,0,1,1,0,0,0,22,0,0,1
"turin",1800,0,1,1,0,0,0,22,0,0,1
"turin",1801,0,1,1,0,0,0,22,0,0,1
"turin",1802,0,1,1,0,0,0,22,0,0,1
"turin",1803,0,1,1,0,0,0,22,0,0,1
"turin",1804,0,1,1,0,0,0,22,0,0,1
"turin",1805,0,1,2,0,0,0,22,0,0,1
"turin",1806,0,1,2,0,0,0,22,0,0,1
"turin",1807,0,1,1,0,0,0,22,0,0,1
"turin",1808,0,1,3,0,0,0,22,0,0,1
"turin",1809,0,1,2,0,0,0,22,0,0,1
"turin",1810,0,1,2,0,0,0,22,0,0,1
"turin",1811,0,1,1,0,0,0,22,0,0,1
"turin",1812,0,1,2,0,0,0,22,0,0,1
"turin",1813,0,1,3,0,0,0,22,0,0,1
"turin",1814,0,1,1,0,0,0,22,0,0,1
"turin",1815,0,1,3,0,0,0,22,0,0,1
"turin",1816,0,1,2,0,0,0,22,0,0,1
"turin",1817,0,1,2,0,0,0,22,0,0,1
"turin",1818,0,1,2,0,0,0,22,0,0,1
"turin",1819,0,1,1,0,0,0,22,0,0,1
"turin",1820,0,1,2,2,0,2,22,0,0,1
"venice",1781,0,1,1,0,0,0,23,0,0,1
"venice",1782,0,1,1,0,0,0,23,0,0,1
"venice",1783,0,1,1,0,0,0,23,0,0,1
"venice",1784,0,1,1,0,0,0,23,0,0,1
"venice",1785,0,1,1,0,0,0,23,0,0,1
"venice",1786,0,1,1,0,0,0,23,0,0,1
"venice",1787,0,1,1,0,0,0,23,0,0,1
"venice",1788,0,1,1,1,0,1,23,0,0,1
"venice",1789,0,1,1,0,0,0,23,0,0,1
"venice",1790,0,1,1,0,0,0,23,0,0,1
"venice",1791,0,1,1,0,0,0,23,0,0,1
"venice",1792,0,1,1,0,0,0,23,0,0,1
"venice",1793,0,1,1,0,0,0,23,0,0,1
"venice",1794,0,1,1,0,0,0,23,0,0,1
"venice",1795,0,1,1,1,0,1,23,0,0,1
"venice",1796,0,1,1,2,0,2,23,0,0,1
"venice",1797,0,1,1,0,0,0,23,0,0,1
"venice",1798,0,1,1,0,0,0,23,0,0,1
"venice",1799,0,1,1,0,0,0,23,0,0,1
"venice",1800,0,1,1,0,0,0,23,0,0,1
"venice",1801,0,1,3,0,0,0,23,1,0,1
"venice",1802,0,1,3,0,0,0,23,1,0,1
"venice",1803,0,1,8,0,0,1,23,1,0,1
"venice",1804,0,1,8,0,0,0,23,1,0,1
"venice",1805,0,1,7,0,0,1,23,1,0,1
"venice",1806,0,1,1,0,0,2,23,1,0,1
"venice",1807,0,1,4,0,0,0,23,1,0,1
"venice",1808,0,1,2,1,0,1,23,1,0,1
"venice",1809,0,1,4,2,0,0,23,1,0,1
"venice",1810,0,1,7,2,0,1,23,1,0,1
"venice",1811,0,1,1,2,0,2,23,1,0,1
"venice",1812,0,1,6,2,0,0,23,1,0,1
"venice",1813,0,1,4,2,0,1,23,1,0,1
"venice",1814,0,1,3,2,0,2,23,1,0,1
"venice",1815,0,1,4,1,1,1,23,1,0,1
"venice",1816,0,1,4,2,0,0,23,1,0,1
"venice",1817,0,1,2,1,0,0,23,1,0,1
"venice",1818,0,1,5,2,0,1,23,1,0,1
"venice",1819,0,1,3,2,0,0,23,1,0,1
"venice",1820,0,1,5,2,0,0,23,1,0,1
"verona",1781,1,0,1,0,0,0,24,0,1,0
"verona",1782,1,0,0,0,0,0,24,0,1,0
"verona",1783,1,0,0,0,0,0,24,0,1,0
"verona",1784,1,0,1,0,0,0,24,0,1,0
"verona",1785,1,0,0,0,0,0,24,0,1,0
"verona",1786,1,0,0,0,0,0,24,0,1,0
"verona",1787,1,0,1,0,0,0,24,0,1,0
"verona",1788,1,0,0,0,0,0,24,0,1,0
"verona",1789,1,0,0,0,0,0,24,0,1,0
"verona",1790,1,0,1,0,0,0,24,0,1,0
"verona",1791,1,0,0,0,0,0,24,0,1,0
"verona",1792,1,0,0,0,0,0,24,0,1,0
"verona",1793,1,0,0,0,0,0,24,0,1,0
"verona",1794,1,0,0,0,0,0,24,0,1,0
"verona",1795,1,0,0,0,0,0,24,0,1,0
"verona",1796,1,0,0,0,0,0,24,0,1,0
"verona",1797,1,0,0,0,0,0,24,0,1,0
"verona",1798,1,0,0,0,0,0,24,0,1,0
"verona",1799,1,0,0,0,0,0,24,0,1,0
"verona",1800,1,0,0,0,0,0,24,0,1,0
"verona",1801,1,0,0,0,0,0,24,1,1,0
"verona",1802,1,0,1,0,0,1,24,1,1,0
"verona",1803,1,0,0,0,0,0,24,1,1,0
"verona",1804,1,0,0,0,0,0,24,1,1,0
"verona",1805,1,0,1,0,0,1,24,1,1,0
"verona",1806,1,0,1,0,0,0,24,1,1,0
"verona",1807,1,0,0,0,0,0,24,1,1,0
"verona",1808,1,0,1,1,0,0,24,1,1,0
"verona",1809,1,0,0,0,0,0,24,1,1,0
"verona",1810,1,0,0,0,0,0,24,1,1,0
"verona",1811,1,0,1,0,0,0,24,1,1,0
"verona",1812,1,0,1,0,0,0,24,1,1,0
"verona",1813,1,0,1,0,1,0,24,1,1,0
"verona",1814,1,0,0,0,0,0,24,1,1,0
"verona",1815,1,0,0,0,0,0,24,1,1,0
"verona",1816,1,0,1,1,1,0,24,1,1,0
"verona",1817,1,0,0,0,0,0,24,1,1,0
"verona",1818,1,0,1,1,0,0,24,1,1,0
"verona",1819,1,0,0,0,0,0,24,1,1,0
"verona",1820,1,0,0,0,0,0,24,1,1,0
"vicenza",1781,1,0,0,0,0,0,25,0,1,0
"vicenza",1782,1,0,0,0,0,0,25,0,1,0
"vicenza",1783,1,0,0,0,0,0,25,0,1,0
"vicenza",1784,1,0,1,0,0,0,25,0,1,0
"vicenza",1785,1,0,0,0,0,0,25,0,1,0
"vicenza",1786,1,0,0,0,0,0,25,0,1,0
"vicenza",1787,1,0,1,0,0,0,25,0,1,0
"vicenza",1788,1,0,0,0,0,0,25,0,1,0
"vicenza",1789,1,0,0,0,0,0,25,0,1,0
"vicenza",1790,1,0,0,0,0,0,25,0,1,0
"vicenza",1791,1,0,0,0,0,0,25,0,1,0
"vicenza",1792,1,0,0,0,0,0,25,0,1,0
"vicenza",1793,1,0,0,0,0,0,25,0,1,0
"vicenza",1794,1,0,2,0,0,0,25,0,1,0
"vicenza",1795,1,0,0,0,0,0,25,0,1,0
"vicenza",1796,1,0,0,0,0,0,25,0,1,0
"vicenza",1797,1,0,1,0,0,0,25,0,1,0
"vicenza",1798,1,0,0,0,0,0,25,0,1,0
"vicenza",1799,1,0,0,0,0,0,25,0,1,0
"vicenza",1800,1,0,0,0,0,0,25,0,1,0
"vicenza",1801,1,0,0,0,0,0,25,1,1,0
"vicenza",1802,1,0,0,0,0,0,25,1,1,0
"vicenza",1803,1,0,1,1,0,0,25,1,1,0
"vicenza",1804,1,0,0,0,0,0,25,1,1,0
"vicenza",1805,1,0,1,0,0,1,25,1,1,0
"vicenza",1806,1,0,0,0,0,0,25,1,1,0
"vicenza",1807,1,0,0,0,0,0,25,1,1,0
"vicenza",1808,1,0,1,0,0,0,25,1,1,0
"vicenza",1809,1,0,0,0,0,0,25,1,1,0
"vicenza",1810,1,0,0,0,0,0,25,1,1,0
"vicenza",1811,1,0,1,0,0,0,25,1,1,0
"vicenza",1812,1,0,0,0,0,0,25,1,1,0
"vicenza",1813,1,0,1,0,1,0,25,1,1,0
"vicenza",1814,1,0,0,0,0,0,25,1,1,0
"vicenza",1815,1,0,1,1,0,0,25,1,1,0
"vicenza",1816,1,0,0,0,0,0,25,1,1,0
"vicenza",1817,1,0,0,0,0,0,25,1,1,0
"vicenza",1818,1,0,0,0,0,0,25,1,1,0
"vicenza",1819,1,0,1,0,0,0,25,1,1,0
"vicenza",1820,1,0,0,0,0,0,25,1,1,0
