"state","year","operas","operas_annals","operas_amazon","operas_met","copyright_post1801","state1","basic_copyright","extend_life30","extend_life40"
"gd_tuscany",1879,1,0,0,0,NA,3,1,0,1
"gd_tuscany",1880,2,0,0,0,NA,3,1,0,1
"gd_tuscany",1881,4,0,0,0,NA,3,1,0,1
"gd_tuscany",1882,2,0,0,0,NA,3,1,0,1
"gd_tuscany",1883,4,0,0,0,NA,3,1,0,1
"gd_tuscany",1884,2,0,0,0,NA,3,1,0,1
"gd_tuscany",1885,2,0,0,0,NA,3,1,0,1
"gd_tuscany",1886,2,0,0,0,NA,3,1,0,1
"gd_tuscany",1887,3,0,0,0,NA,3,1,0,1
"gd_tuscany",1888,3,0,0,0,NA,3,1,0,1
"gd_tuscany",1889,0,0,0,0,NA,3,1,0,1
"gd_tuscany",1890,0,0,0,0,NA,3,1,0,1
"gd_tuscany",1891,1,0,0,0,NA,3,1,0,1
"gd_tuscany",1892,3,2,1,1,NA,3,1,0,1
"gd_tuscany",1893,0,0,0,0,NA,3,1,0,1
"gd_tuscany",1894,4,0,0,0,NA,3,1,0,1
"gd_tuscany",1895,3,0,0,0,NA,3,1,0,1
"gd_tuscany",1896,2,0,0,0,NA,3,1,0,1
"gd_tuscany",1897,0,0,0,0,NA,3,1,0,1
"gd_tuscany",1898,1,0,0,0,NA,3,1,0,1
"gd_tuscany",1899,0,0,0,0,NA,3,1,0,1
"gd_tuscany",1900,1,0,0,0,NA,3,1,0,1
"lombardy",1770,0,0,0,0,NA,4,0,0,0
"lombardy",1771,0,0,0,0,NA,4,0,0,0
"lombardy",1772,0,0,0,0,NA,4,0,0,0
"lombardy",1773,0,0,0,0,NA,4,0,0,0
"lombardy",1774,0,0,0,0,NA,4,0,0,0
"lombardy",1775,0,0,0,0,NA,4,0,0,0
"lombardy",1776,0,0,0,0,NA,4,0,0,0
"lombardy",1777,0,0,0,0,NA,4,0,0,0
"lombardy",1778,0,0,0,0,NA,4,0,0,0
"lombardy",1779,0,0,0,0,NA,4,0,0,0
"lombardy",1780,0,0,0,0,NA,4,0,0,0
"lombardy",1781,1,0,0,0,0,4,0,0,0
"lombardy",1782,1,0,0,0,0,4,0,0,0
"lombardy",1783,1,0,0,0,0,4,0,0,0
"lombardy",1784,1,0,0,0,0,4,0,0,0
"lombardy",1785,1,0,0,0,0,4,0,0,0
"lombardy",1786,1,0,0,0,0,4,0,0,0
"lombardy",1787,1,0,0,0,0,4,0,0,0
"lombardy",1788,1,0,0,0,0,4,0,0,0
"lombardy",1789,1,0,0,0,0,4,0,0,0
"lombardy",1790,1,0,0,0,0,4,0,0,0
"lombardy",1791,1,0,0,0,0,4,0,0,0
"lombardy",1792,1,0,0,0,0,4,0,0,0
"lombardy",1793,2,0,0,0,0,4,0,0,0
"lombardy",1794,1,0,0,0,0,4,0,0,0
"lombardy",1795,1,0,0,0,0,4,0,0,0
"lombardy",1796,1,0,0,0,0,4,0,0,0
"lombardy",1797,1,0,0,0,0,4,0,0,0
"lombardy",1798,1,0,0,0,0,4,0,0,0
"lombardy",1799,1,0,0,0,0,4,0,0,0
"lombardy",1800,1,0,0,0,0,4,0,0,0
"lombardy",1801,4,1,0,1,1,4,1,0,0
"lombardy",1802,5,1,0,1,1,4,1,0,0
"lombardy",1803,3,0,0,0,1,4,1,0,0
"lombardy",1804,5,0,0,0,1,4,1,0,0
"lombardy",1805,5,1,0,1,1,4,1,0,0
"lombardy",1806,4,1,0,1,1,4,1,0,0
"lombardy",1807,2,0,0,0,1,4,1,0,0
"lombardy",1808,4,1,0,1,1,4,1,0,0
"lombardy",1809,4,0,0,0,1,4,1,0,0
"lombardy",1810,5,0,0,0,1,4,1,0,0
"lombardy",1811,4,0,0,0,1,4,1,0,0
"lombardy",1812,8,0,1,0,1,4,1,0,0
"lombardy",1813,6,0,0,0,1,4,1,0,0
"lombardy",1814,8,2,2,2,1,4,1,0,0
"lombardy",1815,9,0,0,0,1,4,1,0,0
"lombardy",1816,7,0,0,0,1,4,1,0,0
"lombardy",1817,6,2,1,2,1,4,1,0,0
"lombardy",1818,5,1,0,1,1,4,1,0,0
"lombardy",1819,5,1,1,1,1,4,1,0,0
"lombardy",1820,4,0,1,0,1,4,1,0,0
"lombardy",1821,5,2,2,2,NA,4,1,0,0
"lombardy",1822,5,1,2,2,NA,4,1,0,0
"lombardy",1823,2,0,0,0,NA,4,1,0,0
"lombardy",1824,6,0,0,0,NA,4,1,0,0
"lombardy",1825,5,1,0,0,NA,4,1,0,0
"lombardy",1826,5,1,0,0,NA,4,1,0,0
"lombardy",1827,6,1,1,1,NA,4,1,0,0
"lombardy",1828,2,1,1,1,NA,4,1,0,0
"lombardy",1829,3,1,1,1,NA,4,1,0,0
"lombardy",1830,7,0,1,1,NA,4,1,0,0
"lombardy",1831,13,2,2,2,NA,4,1,0,0
"lombardy",1832,7,1,2,2,NA,4,1,0,0
"lombardy",1833,7,2,2,2,NA,4,1,0,0
"lombardy",1834,10,1,2,2,NA,4,1,0,0
"lombardy",1835,3,1,1,1,NA,4,1,0,0
"lombardy",1836,6,1,0,0,NA,4,1,0,0
"lombardy",1837,7,2,2,2,NA,4,1,0,0
"lombardy",1838,4,1,0,0,NA,4,1,0,0
"lombardy",1839,5,2,2,2,NA,4,1,0,0
"lombardy",1840,5,1,1,1,NA,4,1,1,0
"lombardy",1841,12,2,2,2,NA,4,1,1,0
"lombardy",1842,7,1,1,1,NA,4,1,1,0
"lombardy",1843,4,1,1,1,NA,4,1,1,0
"lombardy",1844,6,0,0,0,NA,4,1,1,0
"lombardy",1845,12,1,1,1,NA,4,1,1,0
"lombardy",1846,5,0,0,0,NA,4,1,1,0
"lombardy",1847,10,1,0,0,NA,4,1,1,0
"lombardy",1848,4,0,0,0,NA,4,1,1,0
"lombardy",1849,1,0,0,0,NA,4,1,1,0
"lombardy",1850,2,0,0,0,NA,4,1,1,0
"lombardy",1851,4,1,0,0,NA,4,1,1,0
"lombardy",1852,6,0,0,0,NA,4,1,1,0
"lombardy",1853,7,0,0,0,NA,4,1,1,0
"lombardy",1854,7,0,0,0,NA,4,1,1,0
"lombardy",1855,9,1,0,0,NA,4,1,1,0
"lombardy",1856,7,1,0,0,NA,4,1,1,0
"lombardy",1857,6,0,0,0,NA,4,1,1,0
"lombardy",1858,5,1,0,0,NA,4,1,1,0
"lombardy",1859,3,0,0,0,NA,4,1,1,0
