"state","year","opening_night","operas","operas_original","ope_new_lib","libretto","librettist","copyright","post1801","copyright_post1801","state1","cluster","pretrend_modena","pretrend_parma","pretrend_tuscany","pretrend_lombardy","pretrend_papal_state","pretrend_sardinia","pretrend_two_sicily","pretrend_venetia","linear_pretrend","oratorio","total","share","symphonies","songs","symphonies_new_grove","songs_new_grove"
"venetia",1794,9,19,1,1,3,2,1,0,0,8,15,0,0,0,0,0,0,0,14,14,1,20,0.0526315793395042,0,8,2,11
"venetia",1795,3.5,12,5,1,2,2,1,0,0,8,15,0,0,0,0,0,0,0,15,15,1,13,0.0833333358168602,1,4,3,7
"venetia",1796,4,13,5,0,4,3,1,0,0,8,15,0,0,0,0,0,0,0,16,16,0,13,0,1,3,2,6
"venetia",1797,6,14,2,2,5,4,1,0,0,8,15,0,0,0,0,0,0,0,17,17,0,14,0.142857149243355,0,7,1,10
"venetia",1798,9,19,1,1,2,2,1,0,0,8,15,0,0,0,0,0,0,0,18,18,0,19,0.0526315793395042,0,7,3,9
"venetia",1799,8.5,18,1,0,2,2,1,0,0,8,15,0,0,0,0,0,0,0,19,19,0,18,0,1,12,3,16
"venetia",1800,11.5,24,1,1,4,3,1,0,0,8,15,0,0,0,0,0,0,0,20,20,1,25,0.0416666679084301,0,5,3,8
"venetia",1801,5,16,3,15,5,4,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,16,0.9375,2,9,4,13
"venetia",1802,3.5,15,3,12,6,4,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,15,0.800000011920929,3,11,5,14
"venetia",1803,4.5,17,8,10,5,4,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,17,0.588235318660736,4,13,5,16
"venetia",1804,5,20,8,15,7,5,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,20,0.75,2,10,5,12
"venetia",1805,7.5,21,7,14,4,3,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,21,0.666666686534882,3,14,6,17
"venetia",1806,4.5,10,1,9,8,5,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,10,0.899999976158142,4,15,7,19
"venetia",1807,3.5,11,4,8,9,6,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,11,0.727272748947144,4,10,6,13
"venetia",1808,1.5,5,2,4,3,2,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,5,0.800000011920929,2,10,4,12
"venetia",1809,5,14,4,12,6,4,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,14,0.857142865657806,2,11,3,14
"venetia",1810,3.5,11,7,9,8,7,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,11,0.818181812763214,5,14,8,17
"venetia",1811,3.5,8,1,7,8,7,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,8,0.875,4,8,5,11
"venetia",1812,4,12,6,11,5,4,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,12,0.916666686534882,3,7,6,11
"venetia",1813,3.5,14,4,10,5,4,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,14,0.714285731315613,2,13,3,16
"venetia",1814,0.5,3,3,2,3,2,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,3,0.666666686534882,6,13,8,15
"venetia",1815,5,14,4,11,5,4,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,14,0.785714268684387,7,14,10,16
"venetia",1816,4,11,4,9,5,4,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,11,0.818181812763214,5,11,6,14
"venetia",1817,1,4,2,3,4,3,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,4,0.75,9,19,10,21
"venetia",1818,4,10,3,8,5,4,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,10,0.800000011920929,5,16,7,18
"venetia",1819,3.5,11,3,9,4,2,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,11,0.818181812763214,6,16,8,19
"venetia",1820,2,5,2,4,9,8,1,1,1,8,16,0,0,0,0,0,0,0,0,0,0,5,0.800000011920929,4,9,5,12
