"composer_id","state1","year","post1801","copyright","copyright_post1801","returning_copyright_post1801","stayers_copyright_post1801","tot_operas","ret_france_austria","comp_operas","annals","met","amazon","returning","stayers"
97,1,1810,1,0,0,0,0,1,0,1,0,0,0,0,0
98,1,1811,1,0,0,0,0,1,0,1,0,0,0,0,0
99,1,1812,1,0,0,0,0,1,0,1,0,0,0,0,0
100,1,1813,1,0,0,0,0,1,0,1,0,0,0,0,0
101,1,1815,1,0,0,0,0,1,0,1,0,0,0,0,0
102,1,1816,1,0,0,0,0,1,0,1,0,0,0,0,0
103,1,1817,1,0,0,0,0,1,0,1,0,0,0,0,0
104,1,1818,1,0,0,0,0,1,0,1,0,0,0,0,0
105,1,1819,1,0,0,0,0,1,0,1,0,0,0,0,0
106,2,1781,0,0,0,0,0,1,0,1,0,0,0,0,0
107,2,1782,0,0,0,0,0,1,0,1,0,0,0,0,0
108,2,1783,0,0,0,0,0,1,0,1,0,0,0,0,0
109,2,1784,0,0,0,0,0,1,0,1,0,0,0,0,0
110,2,1785,0,0,0,0,0,1,0,1,0,0,0,0,0
111,2,1786,0,0,0,0,0,1,0,1,0,0,0,0,0
112,2,1787,0,0,0,0,0,1,0,1,0,0,0,0,0
113,2,1788,0,0,0,0,0,1,0,1,0,0,0,0,0
114,2,1789,0,0,0,0,0,1,0,1,0,0,0,0,0
115,2,1790,0,0,0,0,0,1,0,1,0,0,0,0,1
116,2,1791,0,0,0,0,0,1,0,1,0,0,0,0,0
117,2,1794,0,0,0,0,0,1,0,1,0,0,0,0,0
118,2,1796,0,0,0,0,0,1,0,1,0,0,0,0,0
119,2,1799,0,0,0,0,0,1,0,1,0,0,0,0,0
120,2,1803,1,0,0,0,0,1,0,1,0,0,0,0,0
121,2,1804,1,0,0,0,0,1,0,1,0,0,0,0,0
122,2,1805,1,0,0,0,0,1,0,1,0,0,0,0,0
123,2,1806,1,0,0,0,0,1,0,1,0,0,0,0,0
124,2,1808,1,0,0,0,0,1,0,1,0,0,0,0,0
125,2,1810,1,0,0,0,0,1,0,1,0,0,0,0,0
126,2,1811,1,0,0,0,0,1,0,1,0,0,0,0,0
127,2,1813,1,0,0,0,0,1,0,1,0,0,0,0,0
128,2,1815,1,0,0,0,0,1,0,1,0,0,0,0,1
129,2,1816,1,0,0,0,0,1,0,1,0,0,0,0,0
130,2,1817,1,0,0,0,0,1,0,1,0,0,0,0,0
131,2,1818,1,0,0,0,0,1,0,1,0,0,0,0,1
132,2,1819,1,0,0,0,0,1,0,1,0,0,0,0,0
133,2,1820,1,0,0,0,0,1,0,1,0,0,0,0,0
134,3,1781,0,0,0,0,0,1,0,1,0,0,0,0,0
135,3,1782,0,0,0,0,0,1,0,1,0,0,0,0,0
136,3,1783,0,0,0,0,0,1,0,1,0,0,0,0,1
137,3,1784,0,0,0,0,0,1,0,1,0,0,0,0,1
138,3,1785,0,0,0,0,0,1,0,1,0,0,0,0,1
139,3,1786,0,0,0,0,0,1,0,1,0,0,0,0,0
140,3,1787,0,0,0,0,0,1,0,1,0,0,0,0,1
141,3,1788,0,0,0,0,0,1,0,1,0,0,0,0,0
142,3,1789,0,0,0,0,0,1,0,1,0,0,0,0,0
143,3,1790,0,0,0,0,0,1,0,1,0,0,0,0,0
144,3,1791,0,0,0,0,0,1,0,1,0,0,0,0,1
145,3,1792,0,0,0,0,0,1,0,1,0,0,0,0,0
146,3,1794,0,0,0,0,0,1,0,1,0,0,0,0,0
147,3,1795,0,0,0,0,0,1,0,1,0,0,0,0,0
148,3,1796,0,0,0,0,0,1,0,1,0,0,0,0,0
149,3,1798,0,0,0,0,0,1,0,1,0,0,0,0,0
150,3,1803,1,0,0,0,0,1,0,1,0,0,0,0,0
151,3,1811,1,0,0,0,0,1,0,1,0,0,0,0,0
152,3,1812,1,0,0,0,0,1,0,1,0,0,0,0,0
153,3,1817,1,0,0,0,0,1,0,1,0,0,0,0,1
154,3,1818,1,0,0,0,0,1,0,1,0,0,0,0,1
155,3,1820,1,0,0,0,0,1,0,1,0,0,0,0,1
156,4,1781,0,1,0,0,0,5,0,1,0,0,0,1,0
156,4,1811,1,1,1,1,0,5,0,6,0,0,0,1,0
157,4,1810,1,1,1,1,0,6,0,7,0,0,0,1,0
157,4,1785,0,1,0,0,0,6,0,1,0,0,0,1,0
158,4,1809,1,1,1,1,0,5,0,6,0,0,0,1,0
158,4,1786,0,1,0,0,0,5,0,1,0,0,0,1,0
159,4,1788,0,1,0,0,0,5,0,1,0,0,0,0,0
159,4,1808,1,1,1,0,0,5,0,4,1,1,0,0,0
160,4,1789,0,1,0,0,0,3,0,1,0,0,0,0,0
160,4,1807,1,1,1,0,0,3,0,2,0,0,0,0,0
161,4,1790,0,1,0,0,0,1,0,1,0,0,0,0,0
164,5,1786,0,0,0,0,0,1,0,1,0,0,0,0,0
165,5,1787,0,0,0,0,0,1,0,1,0,0,0,0,0
166,5,1788,0,0,0,0,0,1,0,1,0,0,0,0,0
167,5,1789,0,0,0,0,0,1,0,1,0,0,0,0,0
168,5,1790,0,0,0,0,0,1,0,1,0,0,0,0,0
169,5,1791,0,0,0,0,0,1,0,1,0,0,0,0,0
170,5,1792,0,0,0,0,0,1,0,1,0,0,0,0,0
171,5,1793,0,0,0,0,0,1,0,1,0,0,0,1,0
172,5,1794,0,0,0,0,0,1,0,1,0,0,0,0,0
173,5,1796,0,0,0,0,0,1,0,1,0,0,0,0,0
174,5,1799,0,0,0,0,0,1,0,1,0,0,0,0,0
175,5,1814,1,0,0,0,0,1,0,1,0,0,0,0,0
176,6,1782,0,0,0,0,0,1,0,1,0,0,0,1,0
177,6,1785,0,0,0,0,0,1,0,1,0,0,0,1,0
178,6,1786,0,0,0,0,0,1,0,1,0,0,0,1,0
179,6,1788,0,0,0,0,0,1,0,1,0,0,0,1,0
180,6,1789,0,0,0,0,0,1,0,1,0,0,0,1,0
181,6,1790,0,0,0,0,0,1,0,1,0,0,0,1,0
182,6,1791,0,0,0,0,0,1,0,1,0,0,0,1,0
183,6,1792,0,0,0,0,0,1,0,1,0,0,0,1,0
184,6,1793,0,0,0,0,0,1,0,1,0,0,0,1,0
185,6,1795,0,0,0,0,0,1,0,1,0,0,0,1,1
186,6,1800,0,0,0,0,0,1,0,1,0,0,0,1,0
187,6,1801,1,0,0,0,0,1,0,1,0,0,0,1,0
188,6,1802,1,0,0,0,0,1,0,1,0,0,0,1,0
189,6,1803,1,0,0,0,0,1,0,1,0,0,0,1,0
190,6,1814,1,0,0,0,0,1,0,1,0,0,0,0,0
191,7,1796,0,0,0,0,0,2,0,1,0,0,0,0,0
191,8,1785,0,1,0,0,0,2,0,1,0,0,0,0,0
195,8,1798,0,1,0,0,0,1,0,1,0,0,0,0,0
200,4,1816,1,1,1,0,0,1,0,1,0,0,0,0,0
201,4,1816,1,1,1,0,0,1,0,1,0,0,0,0,0
202,4,1816,1,1,1,0,0,1,0,1,0,0,0,0,0
203,4,1816,1,1,1,1,1,1,0,1,0,0,0,1,1
210,4,1806,1,1,1,0,0,2,0,2,2,1,2,0,0
