"composer_id","state1","year","post1801","copyright","copyright_post1801","returning_copyright_post1801","stayers_copyright_post1801","tot_operas","ret_france_austria","comp_operas","annals","met","amazon","returning","stayers"
28,3,1805,1,0,0,0,0,8,1,1,0,0,0,0,0
28,7,1807,1,0,0,0,0,8,1,2,0,0,0,0,0
28,8,1801,1,1,1,0,0,8,1,1,0,0,0,0,0
28,7,1812,1,0,0,0,0,8,1,1,0,0,0,0,0
29,7,1785,0,0,0,0,0,7,1,1,0,0,0,0,0
29,7,1814,1,0,0,0,0,7,1,1,0,0,0,0,0
29,7,1815,1,0,0,0,0,7,1,1,0,0,0,0,0
29,7,1783,0,0,0,0,0,7,1,1,0,0,0,0,0
29,7,1799,0,0,0,0,0,7,1,1,0,0,0,0,0
29,7,1787,0,0,0,0,0,7,1,1,0,0,0,0,0
29,7,1789,0,0,0,0,0,7,1,1,0,0,0,0,0
31,6,1806,1,0,0,0,0,4,1,1,0,0,0,0,0
31,6,1809,1,0,0,0,0,4,1,1,0,0,0,0,0
31,8,1807,1,1,1,0,0,4,1,1,0,0,0,0,0
31,5,1803,1,0,0,0,0,4,1,1,0,0,0,0,0
32,4,1800,0,1,0,0,0,1,1,1,0,0,0,0,0
33,7,1813,1,0,0,0,0,3,1,1,0,0,0,0,0
33,7,1812,1,0,0,0,0,3,1,1,0,0,0,0,0
33,5,1810,1,0,0,0,0,3,1,1,0,0,0,0,0
34,8,1806,1,1,1,0,0,4,1,1,0,0,0,0,0
34,8,1804,1,1,1,0,0,4,1,1,0,0,0,0,0
34,5,1809,1,0,0,0,0,4,0,1,0,0,0,0,0
34,2,1807,1,0,0,0,0,4,0,1,0,0,0,0,0
35,7,1819,1,0,0,0,0,5,1,2,0,0,0,0,0
35,5,1820,1,0,0,0,0,5,1,2,0,0,0,0,0
35,7,1820,1,0,0,0,0,5,1,1,0,0,0,0,0
36,8,1810,1,1,1,0,0,7,1,3,3,0,3,0,0
36,8,1807,1,1,1,0,0,7,1,1,0,0,0,0,0
36,8,1820,1,1,1,0,0,7,1,1,0,0,0,0,0
36,8,1817,1,1,1,0,0,7,1,1,0,0,0,0,0
36,8,1786,0,1,0,0,0,7,1,1,0,0,0,0,0
37,7,1811,1,0,0,0,0,1,1,1,0,0,0,0,0
38,4,1818,1,1,1,0,0,3,1,1,0,0,0,0,0
38,7,1818,1,0,0,0,0,3,1,1,0,0,0,0,0
38,5,1810,1,0,0,0,0,3,1,1,0,0,0,0,0
39,6,1794,0,0,0,0,0,25,1,1,0,0,0,1,0
39,4,1798,0,1,0,0,0,25,1,1,0,0,0,1,0
39,2,1793,0,0,0,0,0,25,1,1,0,0,0,1,0
39,4,1787,0,1,0,0,0,25,1,1,0,0,0,1,0
39,4,1801,1,1,1,1,0,25,1,6,3,3,0,1,0
39,1,1814,1,0,0,0,0,25,1,1,0,0,0,1,0
39,5,1807,1,0,0,0,0,25,0,1,0,0,0,1,0
39,2,1795,0,0,0,0,0,25,1,1,0,0,0,1,0
39,2,1814,1,0,0,0,0,25,1,1,0,0,0,1,0
39,5,1808,1,0,0,0,0,25,1,1,0,0,0,1,0
39,7,1805,1,0,0,0,0,25,1,4,0,0,0,1,0
39,3,1797,0,0,0,0,0,25,1,1,0,0,0,1,0
39,4,1820,1,1,1,1,0,25,1,1,0,0,0,1,0
39,6,1797,0,0,0,0,0,25,1,1,0,0,0,1,0
39,5,1804,1,0,0,0,0,25,1,1,0,0,0,1,0
39,8,1796,0,1,0,0,0,25,1,1,0,0,1,1,0
39,6,1810,1,0,0,0,0,25,1,1,0,0,0,1,0
39,2,1812,1,0,0,0,0,25,0,1,0,0,0,1,0
39,6,1799,0,0,0,0,0,25,1,1,0,0,0,1,0
39,6,1798,0,0,0,0,0,25,1,1,0,0,0,1,0
40,7,1820,1,0,0,0,0,1,1,1,0,0,0,0,0
41,3,1802,1,0,0,0,0,5,0,1,0,0,0,0,0
41,8,1801,1,1,1,0,0,5,0,1,0,0,0,0,0
41,8,1802,1,1,1,0,0,5,0,1,0,0,0,0,0
41,7,1802,1,0,0,0,0,5,0,2,0,0,0,0,0
42,8,1803,1,1,1,0,0,13,0,1,0,0,0,0,0
42,5,1818,1,0,0,0,0,13,0,1,0,0,1,0,0
42,8,1807,1,1,1,0,0,13,0,1,0,0,0,0,0
42,6,1806,1,0,0,0,0,13,0,1,0,0,0,0,0
42,3,1801,1,0,0,0,0,13,0,1,0,0,0,0,0
42,5,1802,1,0,0,0,0,13,0,1,0,0,0,0,0
42,4,1797,0,1,0,0,0,13,0,1,0,0,0,0,0
42,3,1802,1,0,0,0,0,13,0,1,0,0,0,0,0
42,6,1808,1,0,0,0,0,13,0,2,0,0,0,0,0
42,5,1804,1,0,0,0,0,13,0,1,0,0,0,0,0
42,6,1805,1,0,0,0,0,13,0,1,0,0,0,0,0
42,2,1801,1,0,0,0,0,13,0,1,0,0,0,0,0
43,8,1818,1,1,1,1,0,13,0,1,0,0,0,1,0
43,4,1817,1,1,1,1,0,13,0,1,0,0,0,1,0
43,5,1820,1,0,0,0,0,13,0,1,0,0,0,1,0
43,4,1816,1,1,1,1,0,13,0,3,0,0,0,1,0
43,4,1820,1,1,1,1,0,13,0,1,0,0,0,1,0
43,4,1818,1,1,1,1,0,13,0,3,3,3,0,1,0
43,3,1814,1,0,0,0,0,13,0,1,0,0,0,1,0
43,4,1795,0,1,0,0,0,13,0,1,0,0,0,1,0
43,6,1820,1,0,0,0,0,13,0,3,0,0,0,1,0
43,4,1819,1,1,1,1,0,13,0,1,0,0,0,1,0
44,5,1805,1,0,0,0,0,5,0,1,1,1,0,0,0
44,8,1795,0,1,0,0,0,5,0,1,0,0,0,0,0
44,2,1797,0,0,0,0,0,5,0,1,1,0,0,0,0
44,2,1792,0,0,0,0,0,5,0,1,1,1,0,0,0
44,2,1798,0,0,0,0,0,5,0,1,1,0,0,0,0
45,3,1808,1,0,0,0,0,2,0,1,0,0,0,0,0
45,3,1804,1,0,0,0,0,2,0,1,0,0,0,0,0
46,7,1798,0,0,0,0,0,5,0,1,0,0,0,0,0
46,7,1793,0,0,0,0,0,5,0,1,0,0,1,0,0
46,7,1808,1,0,0,0,0,5,0,1,0,0,0,0,0
46,7,1799,0,0,0,0,0,5,0,1,0,0,0,0,0
46,8,1796,0,1,0,0,0,5,0,1,0,0,0,0,0
47,7,1800,0,0,0,0,0,4,0,1,0,0,0,0,0
47,5,1802,1,0,0,0,0,4,0,1,0,0,0,0,0
47,5,1804,1,0,0,0,0,4,0,1,0,0,0,0,0
47,5,1803,1,0,0,0,0,4,0,1,0,0,0,0,0
48,5,1800,0,0,0,0,0,9,0,1,0,0,0,1,0
48,7,1815,1,0,0,0,0,9,0,1,0,0,0,1,0
48,3,1806,1,0,0,0,0,9,0,1,0,0,0,1,0
48,7,1792,0,0,0,0,0,9,0,1,1,1,0,1,0
48,5,1801,1,0,0,0,0,9,0,1,0,0,0,1,0
48,7,1810,1,0,0,0,0,9,0,1,0,0,0,1,0
48,6,1797,0,0,0,0,0,9,0,1,0,0,0,1,0
48,7,1791,0,0,0,0,0,9,0,1,0,0,0,1,0
48,7,1794,0,0,0,0,0,9,0,1,0,0,0,1,0
49,7,1811,1,0,0,0,0,18,0,1,0,0,0,1,0
49,8,1807,1,1,1,1,0,18,0,1,0,0,0,1,0
49,3,1801,1,0,0,0,0,18,0,1,0,0,0,1,0
49,6,1811,1,0,0,0,0,18,0,1,0,0,0,1,0
49,8,1803,1,1,1,1,0,18,0,6,0,0,0,1,0
49,8,1809,1,1,1,1,0,18,0,1,0,0,0,1,0
49,8,1808,1,1,1,1,0,18,0,1,0,0,0,1,0
49,3,1804,1,0,0,0,0,18,0,1,0,0,0,1,0
49,8,1787,0,1,0,0,0,18,0,1,0,0,0,1,0
49,7,1810,1,0,0,0,0,18,0,1,0,0,0,1,0
49,3,1807,1,0,0,0,0,18,0,1,0,0,0,1,0
49,8,1805,1,1,1,1,0,18,0,3,0,0,0,1,0
49,5,1808,1,0,0,0,0,18,0,1,0,0,0,1,0
49,6,1804,1,0,0,0,0,18,0,1,0,0,0,1,0
50,4,1818,1,1,1,0,0,1,0,1,0,0,0,0,0
51,5,1810,1,0,0,0,0,2,0,1,0,0,0,0,0
51,3,1816,1,0,0,0,0,2,0,1,0,0,0,0,0
52,8,1805,1,1,1,1,0,15,0,1,0,0,0,1,0
52,5,1801,1,0,0,0,0,15,0,1,0,0,0,1,0
52,4,1791,0,1,0,0,0,15,0,1,0,0,0,1,0
52,8,1803,1,1,1,1,0,15,0,4,3,3,0,1,0
52,3,1800,0,0,0,0,0,15,0,1,0,0,0,1,0
52,3,1808,1,0,0,0,0,15,0,1,0,0,0,1,0
52,8,1804,1,1,1,1,0,15,0,1,0,0,0,1,0
52,2,1800,0,0,0,0,0,15,0,3,0,0,0,1,0
52,2,1802,1,0,0,0,0,15,0,1,0,0,0,1,0
52,8,1802,1,1,1,1,0,15,0,3,0,0,0,1,0
52,5,1802,1,0,0,0,0,15,0,1,0,0,0,1,0
53,6,1809,1,0,0,0,0,17,0,1,0,0,0,1,0
53,6,1815,1,0,0,0,0,17,0,1,0,0,0,1,0
53,7,1815,1,0,0,0,0,17,0,1,0,0,0,1,0
53,7,1814,1,0,0,0,0,17,0,3,0,0,0,1,0
53,7,1817,1,0,0,0,0,17,0,1,0,0,0,1,0
53,7,1811,1,0,0,0,0,17,0,1,0,0,0,1,0
53,7,1812,1,0,0,0,0,17,0,1,0,0,0,1,0
53,6,1808,1,0,0,0,0,17,0,1,1,1,0,1,0
53,6,1807,1,0,0,0,0,17,0,1,0,0,0,1,0
53,5,1813,1,0,0,0,0,17,0,1,0,0,0,1,0
53,7,1816,1,0,0,0,0,17,0,3,0,0,0,1,0
53,5,1818,1,0,0,0,0,17,0,1,0,0,0,1,0
53,3,1810,1,0,0,0,0,17,0,1,0,0,0,1,0
53,5,1820,1,0,0,0,0,17,0,3,0,0,0,1,0
54,5,1816,1,0,0,0,0,1,0,1,0,0,0,0,0
55,5,1807,1,0,0,0,0,1,0,1,1,1,0,1,0
56,4,1819,1,1,1,1,0,29,0,1,1,1,0,1,0
56,8,1819,1,1,1,1,0,29,0,1,0,0,0,1,0
56,7,1815,1,0,0,0,0,29,0,1,1,1,1,1,0
56,7,1819,1,0,0,0,0,29,0,3,0,0,0,1,0
56,7,1820,1,0,0,0,0,29,0,1,1,1,0,1,0
56,8,1812,1,1,1,1,0,29,0,4,4,4,4,1,0
56,5,1816,1,0,0,0,0,29,0,3,0,0,0,1,0
56,7,1816,1,0,0,0,0,29,0,4,0,0,0,1,0
56,5,1812,1,0,0,0,0,29,0,3,0,0,0,1,0
56,7,1818,1,0,0,0,0,29,0,3,0,0,0,1,0
56,5,1815,1,0,0,0,0,29,0,1,0,0,0,1,0
56,5,1817,1,0,0,0,0,29,0,1,1,1,0,1,0
56,8,1813,1,1,1,1,0,29,0,6,6,6,6,1,0
56,8,1789,0,1,0,0,0,29,0,1,0,0,0,1,0
56,5,1818,1,0,0,0,0,29,0,1,0,0,0,1,0
56,4,1817,1,1,1,1,0,29,0,1,1,0,1,1,0
56,7,1817,1,0,0,0,0,29,0,1,1,1,0,1,0
56,8,1810,1,1,1,1,0,29,0,1,1,1,0,1,0
57,4,1816,1,1,1,1,0,1,0,1,0,0,0,1,0
59,3,1815,1,0,0,0,0,1,0,1,0,0,0,0,0
60,6,1816,1,0,0,0,0,6,0,1,0,0,0,1,0
60,8,1816,1,1,1,1,0,6,0,1,0,0,0,1,0
60,7,1814,1,0,0,0,0,6,0,1,0,0,0,1,0
60,3,1809,1,0,0,0,0,6,0,1,0,0,0,1,0
60,7,1815,1,0,0,0,0,6,0,1,0,0,0,1,0
60,3,1814,1,0,0,0,0,6,0,1,0,0,0,1,0
61,4,1817,1,1,1,0,0,2,0,1,0,0,0,0,0
61,4,1818,1,1,1,0,0,2,0,1,0,0,0,0,0
62,4,1819,1,1,1,0,0,1,0,1,0,0,1,0,0
63,4,1819,1,1,1,1,0,1,0,1,0,0,0,1,0
64,8,1814,1,1,1,0,0,4,0,1,0,0,0,0,0
64,5,1816,1,0,0,0,0,4,0,1,0,0,0,0,0
64,5,1820,1,0,0,0,0,4,0,2,0,0,0,0,0
65,7,1815,1,0,0,0,0,3,0,1,0,0,0,0,0
65,7,1818,1,0,0,0,0,3,0,1,0,0,0,0,0
65,7,1812,1,0,0,0,0,3,0,1,0,0,0,0,0
66,6,1810,1,0,0,0,0,1,0,1,0,0,0,0,0
67,7,1814,1,0,0,0,0,2,0,1,0,0,0,1,0
67,8,1818,1,1,1,1,0,2,0,1,0,0,0,1,0
68,7,1799,0,0,0,0,0,1,0,1,0,0,0,0,0
69,1,1781,0,0,0,0,0,1,0,1,0,0,0,0,0
70,1,1782,0,0,0,0,0,1,0,1,0,0,0,0,0
71,1,1783,0,0,0,0,0,1,0,1,0,0,0,0,0
72,1,1784,0,0,0,0,0,1,0,1,0,0,0,0,1
73,1,1785,0,0,0,0,0,1,0,1,0,0,0,0,0
74,1,1786,0,0,0,0,0,1,0,1,0,0,0,0,0
75,1,1787,0,0,0,0,0,1,0,1,0,0,0,0,1
76,1,1788,0,0,0,0,0,1,0,1,0,0,0,0,0
77,1,1789,0,0,0,0,0,1,0,1,0,0,0,0,0
78,1,1790,0,0,0,0,0,1,0,1,0,0,0,0,0
79,1,1791,0,0,0,0,0,1,0,1,0,0,0,0,0
80,1,1792,0,0,0,0,0,1,0,1,0,0,0,0,0
81,1,1793,0,0,0,0,0,1,0,1,0,0,0,0,0
82,1,1794,0,0,0,0,0,1,0,1,0,0,0,0,0
83,1,1795,0,0,0,0,0,1,0,1,0,0,0,0,0
84,1,1796,0,0,0,0,0,1,0,1,0,0,0,0,0
85,1,1798,0,0,0,0,0,1,0,1,0,0,0,0,0
86,1,1799,0,0,0,0,0,1,0,1,0,0,0,0,0
87,1,1800,0,0,0,0,0,1,0,1,0,0,0,0,0
88,1,1801,1,0,0,0,0,1,0,1,0,0,0,0,0
89,1,1802,1,0,0,0,0,1,0,1,0,0,0,0,0
90,1,1803,1,0,0,0,0,1,0,1,0,0,0,0,1
91,1,1804,1,0,0,0,0,1,0,1,0,0,0,0,0
92,1,1805,1,0,0,0,0,1,0,1,0,0,0,0,0
93,1,1806,1,0,0,0,0,1,0,1,0,0,0,0,0
94,1,1807,1,0,0,0,0,1,0,1,0,0,0,0,1
95,1,1808,1,0,0,0,0,1,0,1,0,0,0,0,0
96,1,1809,1,0,0,0,0,1,0,1,0,0,0,0,0
